post_id,created_at,text,impressions,likes,replies,reposts,bookmarks,quotes,url,media_type,followers_count
1900000000000593537,2025-04-28 20:56:00,続けるコツは意志力に頼らないこと。時間を固定し、環境を整え、記録を公開する。仕組みで解決するのが正解だと思う。,1824,57,4,7,17,1,https://x.com/sample_creator/status/1900000000000593537,,329
1900000000000696588,2025-04-29 13:23:00,【質問】皆さんが勉強でいちばん苦労していることは何ですか？リプで教えてください。今後の発信の参考にします。,2805,51,4,6,15,1,https://x.com/sample_creator/status/1900000000000696588,image,414
1900000000000597059,2025-04-30 20:29:00,デザインで一番大切なのは「誰に何を伝えるか」。ツールの使い方より先に、目的を考える習慣をつけるべきだと思う。,8874,174,16,19,52,3,https://x.com/sample_creator/status/1900000000000597059,,336
1900000000000848568,2025-04-30 21:50:00,ご報告。初めてポートフォリオを公開したところ、3件の感想をいただきました。小さな一歩だけど嬉しい。,10030,295,41,40,88,8,https://x.com/sample_creator/status/1900000000000848568,image,527
1900000000000703137,2025-05-01 07:59:00,朝活仲間を募集します。平日朝7時から30分、一緒に作業しませんか？参加したい方はリプください。,1750,35,2,5,10,1,https://x.com/sample_creator/status/1900000000000703137,,418
1900000000000602052,2025-05-01 20:05:00,スキル習得で重要なのは、インプット2割・アウトプット8割。作らないと上達しません。これが本質です。,3990,70,7,9,21,1,https://x.com/sample_creator/status/1900000000000602052,,341
1900000000000604195,2025-05-03 13:19:00,「センスがないから無理」は勘違い。デザインは知識とパターンの積み重ねで、センスは後からついてくる。学べば誰でも一定レベルには到達できます。,5040,120,12,14,36,2,https://x.com/sample_creator/status/1900000000000604195,,341
1900000000000850383,2025-05-03 21:35:00,フォロワー500人を突破しました！いつも見てくださる皆さんのおかげです。ありがとうございます。,9964,188,21,15,56,3,https://x.com/sample_creator/status/1900000000000850383,,533
1900000000000705616,2025-05-04 19:30:00,今日もリプで交流してくださった皆さん、ありがとうございます！デザイン仲間が増えるのが一番嬉しい。,2911,71,9,6,21,1,https://x.com/sample_creator/status/1900000000000705616,,422
1900000000000610086,2025-05-04 21:07:00,続けるコツは意志力に頼らないこと。時間を固定し、環境を整え、記録を公開する。仕組みで解決するのが正解だと思う。,9971,169,20,8,50,1,https://x.com/sample_creator/status/1900000000000610086,,348
1900000000000712702,2025-05-06 08:13:00,【質問】皆さんが勉強でいちばん苦労していることは何ですか？リプで教えてください。今後の発信の参考にします。,3960,66,7,6,19,1,https://x.com/sample_creator/status/1900000000000712702,image,424
1900000000000616532,2025-05-06 21:18:00,デザインで一番大切なのは「誰に何を伝えるか」。ツールの使い方より先に、目的を考える習慣をつけるべきだと思う。,5439,147,15,20,44,4,https://x.com/sample_creator/status/1900000000000616532,image,351
1900000000000623806,2025-05-07 09:24:00,スキル習得で重要なのは、インプット2割・アウトプット8割。作らないと上達しません。これが本質です。,6027,123,6,14,36,2,https://x.com/sample_creator/status/1900000000000623806,image,357
1900000000000854914,2025-05-07 20:37:00,毎日投稿90日達成しました。継続は裏切らない。,12488,223,25,14,66,2,https://x.com/sample_creator/status/1900000000000854914,image,541
1900000000000627298,2025-05-08 19:32:00,「センスがないから無理」は勘違い。デザインは知識とパターンの積み重ねで、センスは後からついてくる。学べば誰でも一定レベルには到達できます。,2139,69,8,6,20,1,https://x.com/sample_creator/status/1900000000000627298,,363
1900000000000717328,2025-05-08 21:34:00,朝活仲間を募集します。平日朝7時から30分、一緒に作業しませんか？参加したい方はリプください。,5712,112,20,7,33,1,https://x.com/sample_creator/status/1900000000000717328,,425
1900000000000860967,2025-05-10 07:44:00,先日作ったバナーがコンペで入選しました。未経験から8ヶ月、続けてきてよかった。,9310,245,48,8,73,1,https://x.com/sample_creator/status/1900000000000860967,,550
1900000000000629931,2025-05-10 21:28:00,続けるコツは意志力に頼らないこと。時間を固定し、環境を整え、記録を公開する。仕組みで解決するのが正解だと思う。,4556,134,7,6,40,1,https://x.com/sample_creator/status/1900000000000629931,,364
1900000000000719070,2025-05-11 07:49:00,今日もリプで交流してくださった皆さん、ありがとうございます！デザイン仲間が増えるのが一番嬉しい。,7080,120,8,6,36,1,https://x.com/sample_creator/status/1900000000000719070,,427
1900000000000635273,2025-05-11 13:09:00,デザインで一番大切なのは「誰に何を伝えるか」。ツールの使い方より先に、目的を考える習慣をつけるべきだと思う。,8326,181,19,7,54,1,https://x.com/sample_creator/status/1900000000000635273,image,374
1900000000000642499,2025-05-13 13:10:00,スキル習得で重要なのは、インプット2割・アウトプット8割。作らないと上達しません。これが本質です。,11033,187,34,16,56,3,https://x.com/sample_creator/status/1900000000000642499,image,374
1900000000000727502,2025-05-13 13:12:00,【質問】皆さんが勉強でいちばん苦労していることは何ですか？リプで教えてください。今後の発信の参考にします。,5355,105,14,12,31,2,https://x.com/sample_creator/status/1900000000000727502,,428
1900000000000644620,2025-05-14 09:10:00,「センスがないから無理」は勘違い。デザインは知識とパターンの積み重ねで、センスは後からついてくる。学べば誰でも一定レベルには到達できます。,5430,181,34,27,54,5,https://x.com/sample_creator/status/1900000000000644620,,380
1900000000000864215,2025-05-14 12:48:00,ご報告。初めてポートフォリオを公開したところ、3件の感想をいただきました。小さな一歩だけど嬉しい。,11544,222,15,19,66,3,https://x.com/sample_creator/status/1900000000000864215,,552
1900000000000735188,2025-05-16 12:32:00,朝活仲間を募集します。平日朝7時から30分、一緒に作業しませんか？参加したい方はリプください。,3920,98,8,8,29,1,https://x.com/sample_creator/status/1900000000000735188,,433
1900000000000918090,2025-05-16 19:34:00,最近DMで「学習手順を詳しく知りたい」という質問をたくさんいただきます。近日中に、私の学習ロードマップをnoteにまとめる準備をしています。,6636,158,18,10,47,2,https://x.com/sample_creator/status/1900000000000918090,,644
1900000000000871444,2025-05-17 21:15:00,フォロワー500人を突破しました！いつも見てくださる皆さんのおかげです。ありがとうございます。,8789,187,23,24,56,4,https://x.com/sample_creator/status/1900000000000871444,,553
1900000000000924856,2025-05-18 20:34:00,noteの執筆進捗70%。未経験から8ヶ月分の学習記録とテンプレを全部詰め込みます。もう少しお待ちください。,5952,124,14,4,37,0,https://x.com/sample_creator/status/1900000000000924856,,648
1900000000000742206,2025-05-18 21:27:00,今日もリプで交流してくださった皆さん、ありがとうございます！デザイン仲間が増えるのが一番嬉しい。,3072,96,5,6,28,1,https://x.com/sample_creator/status/1900000000000742206,,440
1900000000000927335,2025-05-20 21:08:00,公式LINEを開設しました。登録者限定で「バナー模写チェックリスト」を無料配布します。プロフィールのリンクからどうぞ。,4536,168,18,16,50,3,https://x.com/sample_creator/status/1900000000000927335,image,655
1900000000000746681,2025-05-20 22:10:00,【質問】皆さんが勉強でいちばん苦労していることは何ですか？リプで教えてください。今後の発信の参考にします。,957,29,1,2,8,0,https://x.com/sample_creator/status/1900000000000746681,,444
1900000000000873137,2025-05-21 19:31:00,毎日投稿90日達成しました。継続は裏切らない。,14872,286,53,38,85,7,https://x.com/sample_creator/status/1900000000000873137,image,565
1900000000000931419,2025-05-23 13:08:00,メルマガも始めました。SNSでは書けない学習の裏話を週1で配信します。登録はプロフィールのリンクから。,8692,164,20,23,49,4,https://x.com/sample_creator/status/1900000000000931419,,656
1900000000000748805,2025-05-23 20:43:00,朝活仲間を募集します。平日朝7時から30分、一緒に作業しませんか？参加したい方はリプください。,2312,68,11,3,20,0,https://x.com/sample_creator/status/1900000000000748805,image,450
1900000000000880980,2025-05-24 12:37:00,先日作ったバナーがコンペで入選しました。未経験から8ヶ月、続けてきてよかった。,14418,267,14,18,80,3,https://x.com/sample_creator/status/1900000000000880980,,576
1900000000000749851,2025-05-25 13:24:00,今日もリプで交流してくださった皆さん、ありがとうございます！デザイン仲間が増えるのが一番嬉しい。,2016,56,11,5,16,1,https://x.com/sample_creator/status/1900000000000749851,image,450
1900000000000933800,2025-05-25 21:11:00,最近DMで「学習手順を詳しく知りたい」という質問をたくさんいただきます。近日中に、私の学習ロードマップをnoteにまとめる準備をしています。,5406,102,5,11,30,2,https://x.com/sample_creator/status/1900000000000933800,image,664
1900000000000751273,2025-05-27 08:30:00,【質問】皆さんが勉強でいちばん苦労していることは何ですか？リプで教えてください。今後の発信の参考にします。,4500,100,16,5,30,1,https://x.com/sample_creator/status/1900000000000751273,,450
1900000000000889135,2025-05-28 07:45:00,ご報告。初めてポートフォリオを公開したところ、3件の感想をいただきました。小さな一歩だけど嬉しい。,14300,286,39,26,85,5,https://x.com/sample_creator/status/1900000000000889135,image,585
1900000000000937400,2025-05-28 12:53:00,noteの執筆進捗70%。未経験から8ヶ月分の学習記録とテンプレを全部詰め込みます。もう少しお待ちください。,3556,127,13,15,38,3,https://x.com/sample_creator/status/1900000000000937400,,669
1900000000000756620,2025-05-30 07:38:00,朝活仲間を募集します。平日朝7時から30分、一緒に作業しませんか？参加したい方はリプください。,6325,115,14,13,34,2,https://x.com/sample_creator/status/1900000000000756620,,457
1900000000000943801,2025-05-30 08:05:00,公式LINEを開設しました。登録者限定で「バナー模写チェックリスト」を無料配布します。プロフィールのリンクからどうぞ。,7276,214,23,12,64,2,https://x.com/sample_creator/status/1900000000000943801,,674
1900000000000895697,2025-05-31 08:51:00,フォロワー500人を突破しました！いつも見てくださる皆さんのおかげです。ありがとうございます。,10092,174,10,18,52,3,https://x.com/sample_creator/status/1900000000000895697,,593
1900000000000766028,2025-06-01 20:36:00,今日もリプで交流してくださった皆さん、ありがとうございます！デザイン仲間が増えるのが一番嬉しい。,3321,123,15,17,36,3,https://x.com/sample_creator/status/1900000000000766028,,465
1900000000000947118,2025-06-02 12:49:00,メルマガも始めました。SNSでは書けない学習の裏話を週1で配信します。登録はプロフィールのリンクから。,6300,210,32,16,63,3,https://x.com/sample_creator/status/1900000000000947118,image,678
1900000000000774532,2025-06-03 21:31:00,【質問】皆さんが勉強でいちばん苦労していることは何ですか？リプで教えてください。今後の発信の参考にします。,1976,38,7,5,11,1,https://x.com/sample_creator/status/1900000000000774532,,465
1900000000000902421,2025-06-04 13:16:00,毎日投稿90日達成しました。継続は裏切らない。,13260,390,67,22,117,4,https://x.com/sample_creator/status/1900000000000902421,,601
1900000000000954289,2025-06-04 22:20:00,最近DMで「学習手順を詳しく知りたい」という質問をたくさんいただきます。近日中に、私の学習ロードマップをnoteにまとめる準備をしています。,8236,142,24,15,42,3,https://x.com/sample_creator/status/1900000000000954289,image,679
1900000000000782799,2025-06-06 08:27:00,朝活仲間を募集します。平日朝7時から30分、一緒に作業しませんか？参加したい方はリプください。,1485,45,4,2,13,0,https://x.com/sample_creator/status/1900000000000782799,image,467
1900000000000906263,2025-06-07 20:39:00,先日作ったバナーがコンペで入選しました。未経験から8ヶ月、続けてきてよかった。,22344,399,24,57,119,11,https://x.com/sample_creator/status/1900000000000906263,image,615
1900000000000962226,2025-06-07 20:53:00,【お知らせ】未経験からのデザイン学習ロードマップをnoteで公開しました。8ヶ月分の記録・教材リスト・模写テンプレ付きです。詳しくはプロフィールのリンクから。,3610,95,9,4,28,0,https://x.com/sample_creator/status/1900000000000962226,,684
1900000000000792783,2025-06-08 21:50:00,今日もリプで交流してくださった皆さん、ありがとうございます！デザイン仲間が増えるのが一番嬉しい。,6102,113,22,10,33,2,https://x.com/sample_creator/status/1900000000000792783,image,475
1900000000000966371,2025-06-09 08:38:00,noteを公開して48時間。想像以上の反響をいただいています。感想を引用で紹介させてください。迷っている方の参考になれば。,4836,156,9,20,46,4,https://x.com/sample_creator/status/1900000000000966371,image,692
1900000000000800831,2025-06-10 08:20:00,【質問】皆さんが勉強でいちばん苦労していることは何ですか？リプで教えてください。今後の発信の参考にします。,3180,53,9,5,15,1,https://x.com/sample_creator/status/1900000000000800831,,480
1900000000000914617,2025-06-11 22:29:00,ご報告。初めてポートフォリオを公開したところ、3件の感想をいただきました。小さな一歩だけど嬉しい。,16515,367,53,54,110,10,https://x.com/sample_creator/status/1900000000000914617,,635
1900000000000975997,2025-06-12 08:12:00,【残り3日】noteの早割価格は今週末まで。値上げ前にどうぞ。購入はプロフィールのリンクから。,12005,245,44,25,73,5,https://x.com/sample_creator/status/1900000000000975997,,696
1900000000000979959,2025-06-12 22:19:00,ご報告です。昨日公開したnoteが、ついに1件売れました！人生初収益です。金額は980円だけど、自分の経験がお金になった事実が嬉しくて泣きそう。0→1をやっと達成できました。買ってくださった方、本当にありがとうございます。,17520,365,57,12,109,2,https://x.com/sample_creator/status/1900000000000979959,image,717
1900000000000808877,2025-06-13 20:26:00,朝活仲間を募集します。平日朝7時から30分、一緒に作業しませんか？参加したい方はリプください。,3950,79,8,10,23,2,https://x.com/sample_creator/status/1900000000000808877,image,483
1900000000000811434,2025-06-15 12:57:00,今日もリプで交流してくださった皆さん、ありがとうございます！デザイン仲間が増えるのが一番嬉しい。,3468,102,15,7,30,1,https://x.com/sample_creator/status/1900000000000811434,,490
1900000000000984850,2025-06-15 20:09:00,noteの購入者が10名を超えました。感想も続々いただいています。ありがとうございます！,9438,242,39,30,72,6,https://x.com/sample_creator/status/1900000000000984850,,724
1900000000000993534,2025-06-16 08:53:00,初収益から2週間。売上は合計1万円を超えました。次はテンプレ集の第2弾を準備中です。,15484,316,37,20,94,4,https://x.com/sample_creator/status/1900000000000993534,image,740
1900000000000813928,2025-06-17 07:35:00,【質問】皆さんが勉強でいちばん苦労していることは何ですか？リプで教えてください。今後の発信の参考にします。,4257,129,8,15,38,3,https://x.com/sample_creator/status/1900000000000813928,,498
1900000000001001393,2025-06-18 09:22:00,購入者さんから「模写が続くようになった」と嬉しい報告。誰かの役に立てるって最高です。,8364,204,34,9,61,1,https://x.com/sample_creator/status/1900000000001001393,image,740
1900000000001010266,2025-06-20 13:05:00,【御礼】noteが30部売れました。続編のご要望が多いので、動画版も検討しています。,5152,161,25,14,48,2,https://x.com/sample_creator/status/1900000000001010266,,744
1900000000000820328,2025-06-20 21:37:00,朝活仲間を募集します。平日朝7時から30分、一緒に作業しませんか？参加したい方はリプください。,6604,127,13,13,38,2,https://x.com/sample_creator/status/1900000000000820328,,498
1900000000000826447,2025-06-22 12:36:00,今日もリプで交流してくださった皆さん、ありがとうございます！デザイン仲間が増えるのが一番嬉しい。,5889,151,12,16,45,3,https://x.com/sample_creator/status/1900000000000826447,,499
1900000000001013892,2025-06-22 12:58:00,noteの購入者が10名を超えました。感想も続々いただいています。ありがとうございます！,14001,359,25,29,107,5,https://x.com/sample_creator/status/1900000000001013892,,758
1900000000001015328,2025-06-24 19:33:00,初収益から2週間。売上は合計1万円を超えました。次はテンプレ集の第2弾を準備中です。,9150,305,38,17,91,3,https://x.com/sample_creator/status/1900000000001015328,,769
1900000000001016789,2025-06-26 13:29:00,購入者さんから「模写が続くようになった」と嬉しい報告。誰かの役に立てるって最高です。,5474,161,28,17,48,3,https://x.com/sample_creator/status/1900000000001016789,,771
1900000000001022489,2025-06-27 20:14:00,【御礼】noteが30部売れました。続編のご要望が多いので、動画版も検討しています。,4525,181,29,15,54,3,https://x.com/sample_creator/status/1900000000001022489,,772
1900000000001027682,2025-06-29 09:23:00,noteの購入者が10名を超えました。感想も続々いただいています。ありがとうございます！,11078,191,25,22,57,4,https://x.com/sample_creator/status/1900000000001027682,,778
1900000000001033402,2025-07-01 08:49:00,初収益から2週間。売上は合計1万円を超えました。次はテンプレ集の第2弾を準備中です。,9558,177,10,14,53,2,https://x.com/sample_creator/status/1900000000001033402,,779
1900000000001042591,2025-07-03 21:04:00,購入者さんから「模写が続くようになった」と嬉しい報告。誰かの役に立てるって最高です。,4284,126,18,12,37,2,https://x.com/sample_creator/status/1900000000001042591,,783
1900000000001043616,2025-07-05 20:52:00,【御礼】noteが30部売れました。続編のご要望が多いので、動画版も検討しています。,7200,240,32,12,72,2,https://x.com/sample_creator/status/1900000000001043616,,794
